Issue Type,Status,Priority,Summary,Original Time Estimated,Total Time Spent
Story,Done,Major,"['I', 'able', 'get', 'new', 'Insight', 'day']",0,45
Story,Done,Major,"['Add', 'placeholder', 'text', 'alert', 'create']",120,210
Task,Done,Major,"['UXUI', 'tweaks', 'part', '2']",180,210
Bug,Done,Blocker,"['Insights', 'arent', 'generated', 'based', 'prod', 'data', 'sometimes']",0,270
Task,Done,Major,"['UXUI', 'tweaks', 'part', '3']",270,300
Story,Done,Major,"['As', 'user', 'I', 'able', 'see', 'recommended', 'alerts', 'related', 'insight', 'I', 'received']",0,145
Task,Done,Major,"['Make', 'users', 'reads', 'message', 'receive', 'new', 'notifications']",0,45
Task,Done,Critical,"['Make', 'Profit', 'Loss', 'igniter', 'run', '4', 'days', 'user', 'sets']",0,75
Story,Done,Major,"['Add', 'footer', 'application']",60,116
Task,Done,Critical,"['Upgrade', 'version', 'opentelemetry', 'use']",0,240
Task,Done,Major,"['Setup', 'Prod', 'environment']",240,498
Subtask,Done,Major,"['Setup', 'environment', 'apple', 'id']",120,150
Subtask,Done,Major,"['Setup', 'OAuth', 'Config', 'Apple', 'Service']",60,60
Subtask,Done,Major,['Feedback'],0,540
Subtask,Done,Major,"['Implement', 'GetInfo']",30,40
Subtask,Done,Major,"['Implement', 'GetInfo']",60,60
Subtask,Done,Major,"['Setup', 'login', 'endpoint']",60,60
Subtask,Done,Major,"['Implement', 'Cache', 'service', 'interface', 'Azure', 'Service']",60,66
Subtask,Done,Major,"['Setup', 'system', 'initiating', 'password', 'reset']",60,110
Subtask,Done,Major,"['Setup', 'endpoint', 'updating', 'password', 'reset']",0,90
Subtask,To Do,Major,"['Update', 'github', 'actions', 'push', 'azure']",240,330
Subtask,Done,Major,"['Setup', 'authentication', 'login']",240,270
Subtask,Done,Major,"['Setup', 'container']",120,190
Subtask,To Do,Major,"['Setup', 'api', 'gateway']",30,120
Subtask,Done,Major,"['setup', 'onboarding', 'screens']",0,180
Subtask,In Progress,Major,"['fix', 'failing', 'tests']",0,60
Subtask,Done,Major,"['setup', 'email', 'service']",0,70
Subtask,Done,Major,"['model', 'tutor', 'service']",60,60
Subtask,Done,Major,"['create', 'entities', 'receivers', 'etc']",60,60
Subtask,Done,Major,"['add', 'screens', 'admin', 'managing', 'prompt']",60,60
Subtask,Done,Major,"['Add', 'concept', 'tags']",60,60
Subtask,Done,Major,"['Update', 'question', 'form', 'allow', 'user', 'specify', 'identifier']",60,60
Subtask,Done,Major,"['Update', 'question', 'form', 'multemdia', 'could', 'uploaded', 'added', 'link']",60,60
Subtask,Done,Major,"['Make', 'id', 'question', 'generated']",30,30
Subtask,Done,Major,"['Add', 'multimedia', 'concept', 'answers']",60,60
Subtask,Done,Major,"['Import', 'learning', 'objectives']",180,300
Subtask,Done,Major,"['Update', 'UI', 'auto', 'complete']",120,180
Subtask,Done,Major,"['Setup', 'build', 'keys', 'app', 'store']",120,120
Subtask,Done,Major,"['First', 'deploy', 'test', 'flight']",60,60
Subtask,Done,Major,"['Add', 'endpoint', 'creating', 'question', 'bank']",120,120
Subtask,Done,Major,"['Add', 'endpoint', 'managing', 'topics']",60,60
Subtask,Done,Major,"['Add', 'screen', 'uploading', 'CSV', 'objectives']",60,75
Subtask,Done,Major,['Feedback'],0,100
Subtask,Done,Major,"['Hook', 'creation', 'screen', 'API']",120,120
Subtask,Done,Major,"['Update', 'block', 'domain', 'entity', 'logic', 'generating', 'block']",60,60
Subtask,Done,Major,"['Setup', 'question', 'service', 'return', 'list', 'questions']",120,120
Subtask,Done,Major,"['Add', 'entity', 'submission', 'block']",120,120
Subtask,Done,Major,"['Add', 'pinia', 'store', 'tracking', 'progress', 'block', 'navigating', 'block']",60,180
Subtask,Done,Major,"['update', 'block', 'track', 'time', 'remaining']",60,240
Subtask,Done,Major,"['track', 'end', 'time']",30,30
Subtask,Done,Major,"['Add', 'entity', 'recording', 'answer']",60,60
Subtask,Done,Major,"['Add', 'query', 'tutor', 'endpoint']",15,15
Subtask,Done,Major,"['instantiate', 'LLM', 'Service']",15,15
Subtask,Done,Major,"['Add', 'controller', 'get', 'list', 'organ', 'systems', 'along', 'user', 'scores', 'percentiles']",120,120
Subtask,Done,Major,"['update', 'chat', 'receiver', 'filter', 'tutor']",15,30
Subtask,Done,Major,"['Add', 'review', 'tutor', 'receiver']",120,120
Subtask,Done,Major,"['create', 'tutor', 'service', 'app']",60,60
Subtask,Done,Major,"['update', 'app', 'send', 'request', 'tutor', 'endpoint', 'tutor', 'service']",60,146
Subtask,Done,Major,"['update', 'app', 'send', 'request', 'endpoint', 'tutor', 'service']",60,60
Subtask,Done,Major,"['Setup', 'query', 'service']",60,60
Subtask,Done,Major,"['create', 'event', 'handler', 'creating', 'chat']",60,60
Subtask,Done,Major,"['create', 'event', 'handler', 'creating', 'message']",60,90
Subtask,Done,Major,"['Add', 'tutor', 'property', 'prompt']",60,20
Subtask,Done,Major,"['update', 'app', 'add', 'menu', 'select', 'tutor', 'creating', 'prompt']",60,15
Subtask,Done,Major,"['update', 'app', 'make', 'tutor', 'available', 'reviewing', 'question']",60,60
Subtask,Done,Major,"['Add', 'domain', 'entity', 'user', 'feedback']",60,60
Subtask,Done,Major,"['Update', 'handler', 'send', 'email', 'admins', 'user', 'feedback', 'added']",60,90
Subtask,Done,Major,"['Added', 'receiver', 'endpoint', 'submitting', 'feedback']",60,60
Subtask,Done,Major,"['Show', 'list', 'feedback', 'question', 'view', 'admin']",60,60
Subtask,Done,Major,"['Hook', 'feedback', 'view', 'endpoint']",60,60
Subtask,Done,Major,"['Hook', 'explanations', 'write', 'incorrect', 'answers']",60,60
Subtask,Done,Major,"['Hook', 'block', 'results']",60,120
Subtask,Done,Major,"['Setup', 'product', 'entitlements', 'revenue', 'cat']",60,60
Subtask,Done,Major,"['Setup', 'revenue', 'cat', 'SDK', 'iOS']",60,360
Subtask,Done,Major,"['Link', 'Stripe', 'Revenue', 'Cat']",30,30
Subtask,Done,Major,"['Hook', 'subscription', 'purchase', 'UI']",0,60
Subtask,Done,Major,"['Hook', 'link', 'manage', 'subscription', 'stripe', 'web', 'purchase']",60,60
Subtask,Done,Major,"['hook', 'updated', 'list']",60,60
Subtask,Done,Major,"['Hook', 'pause', 'functionality', 'update', 'block', 'back', 'end']",60,60
Subtask,Done,Major,['Feedback'],0,60
Subtask,Done,Major,['Feedback'],0,180
Subtask,Done,Major,['Feedback'],0,120
Subtask,Done,Major,"['add', 'endpoint', 'get', 'user']",0,30
Subtask,In Progress,Major,['feedback'],0,40
Subtask,Done,Major,"['update', 'callback', 'handler', 'handle', 'apple', 'login']",0,120
Bug,To Do,Major,"['Subscription', 'working']",0,90
Bug,Closed,Major,"['Topics', 'Id', 'default', 'learning', 'objective', 'id', 'import']",0,45
Subtask,Done,Major,"['Implement', 'AWS', 'service']",60,50
Subtask,Done,Major,"['Add', 'multimedia', 'concept', 'answer', 'form']",60,150
Subtask,Done,Major,"['Setup', 'Oauth', 'config']",60,43
Subtask,Done,Major,"['Implement', 'GetInfo']",60,30
Subtask,Done,Major,"['Setup', 'base', 'app']",120,90
Subtask,Done,Major,"['Add', 'ability', 'bulk', 'actions', 'questions']",60,30
Subtask,Done,Major,"['Create', 'endpoint', 'importing', 'learning', 'objectives']",120,90
Subtask,Done,Major,"['Add', 'query', 'receiver', 'tutor', 'service']",120,90
Subtask,Done,Major,"['Setup', 'Azure', 'CLI', 'init', 'terraform', 'state']",120,71
Task,Done,Major,"['Create', 'terraform', 'module', 'Azure', 'Container', 'Instance']",120,67
Subtask,Done,Major,"['Add', 'concept', 'multimedia', 'links', 'questions']",120,60
Subtask,Done,Major,"['Fix', 'issue', 'notch']",120,60
Subtask,Done,Major,"['Add', 'endpoint', 'managing', 'sub', 'topics']",120,60
Subtask,Done,Major,"['Hook', 'front', 'end', 'display', 'question']",60,60
Subtask,Done,Major,['Feedback'],120,60
Subtask,Done,Major,"['Setup', 'container', 'registry']",120,30
Story,Done,Blocker,"['I', 'able', 'cancel', 'subscription']",0,180
Story,Done,Blocker,"['I', 'able', 'create', 'test', 'test', 'mode']",0,180
 Subtask,Done,Major,"['Deploy', 'Tutor', 'Service', 'Wepala']",120,150
Task,In Progress,Blocker,"['Create', 'terraform', 'module', 'Azure', 'VPC']",0,130
Bug,Done,Blocker,"['Cant', 'Delete', 'user', 'admin']",0,150
Task,Done,Blocker,"['Switch', 'using', 'custom', 'scheme']",0,20
Task,Done,Critical,"['Make', 'questions', 'repeated']",0,90
Story,Done,Critical,"['I', 'go', 'back', 'question', 'list', 'page', 'I', 'I', 'edit', 'question']",60,55
Task,Done,Critical,"['Setup', 'encoding', 'learning', 'objectives', 'import']",60,30
 Subtask,Done,Major,"['Update', 'entities']",60,420
 Subtask,Done,Major,"['Add', 'endpoint', 'upserting', 'disciplines']",60,60
 Subtask,Done,Major,"['Add', 'endpoint', 'upserting', 'compentency']",60,60
 Subtask,Done,Major,"['Add', 'question', 'edit', 'enpoint']",0,60
 Subtask,Done,Major,"['Add', 'question', 'create', 'screen']",60,60
 Subtask,Done,Major,"['Add', 'organ', 'system', 'screens']",60,60
 Subtask,Done,Major,"['Hook', 'question', 'create']",120,60
Task,Done,Major,"['Create', 'Pages', 'Navigation', 'app']",360,369
Task,Done,Major,"['Create', 'Poll', 'Functionality']",960,658
Task,Done,Major,"['Build', 'App', 'loadfirst', 'open', 'flow', 'according', 'design']",0,150
Task,Done,Major,"['Build', 'design', 'feedHome', 'page', 'And', 'Create', 'Poll', 'Page']",0,590
Task,Done,Blocker,"['create', 'endpoint', 'sending', 'poll', 'vote']",120,242
Task,Done,Major,"['Image', 'Service', 'Restructure']",150,167
Task,Done,Major,"['Misc', 'Tweaks', 'Fixes']",0,648
Subtask,Done,Major,"['Add', 'endpoint', 'list', 'test', 'frameworks']",60,60
Subtask,Done,Minor,"['Setup', 'Google', 'App', 'Microsoft', 'App', 'Facebook', 'app', 'Apollo']",60,60
Subtask,Done,Major,"['Add', 'child', 'dashboard']",120,120
Subtask,Done,Major,"['Add', 'view', 'child', 'endpoint']",60,60
Subtask,Done,Major,"['Add', 'endpoint', 'viewing', 'list', 'exercises']",60,60
Subtask,Done,Major,"['Add', 'endpoint', 'viewing', 'exercise', 'detail']",120,120
Subtask,Done,Major,"['Add', 'endpoint', 'submitting', 'answer']",120,186
Subtask,Done,Major,"['Add', 'endpoint', 'grading', 'getting', 'answers', 'exercise']",120,540
Subtask,Done,Major,"['Add', 'screen', 'reviewing', 'answers']",120,300
Subtask,Done,Major,"['Add', 'endpoint', 'viewing', 'test', 'objectives', 'strand']",60,60
Subtask,Done,Major,"['finalize', 'endpoints']",60,75
Subtask,Done,Major,"['Add', 'create', 'form']",60,60
Subtask,Done,Major,"['Create', 'generic', 'prompt', 'generating', 'questions']",60,70
Subtask,Done,Major,"['Create', 'receiver', 'generating', 'questions']",60,210
Subtask,Done,Major,"['Add', 'screen', 'creatingupdatingtesting', 'prompt']",60,60
Subtask,Done,Major,"['Add', 'endpoint', 'upserting', 'prompt']",60,60
Subtask,Done,Major,['Feedback'],0,150
Subtask,Done,Major,"['Implement', 'RevenueCat', 'service', 'IAM']",120,120
Subtask,Done,Major,"['Add', 'subscription', 'screens']",60,150
Subtask,Done,Major,['Feedback'],60,325
Subtask,Done,Major,['Feedback'],0,90
Subtask,Done,Major,"['Update', 'UI', 'allow', 'adding', 'sub', 'questions']",60,60
Subtask,Done,Major,"['Update', 'question', 'upsert', 'endpoint', 'allow', 'passing', 'sub', 'parts']",60,60
Subtask,Done,Major,"['add', 'screen', 'adding', 'child']",60,90
 Subtask,To Do,Major,"['Update', 'question', 'upsert', 'endpoint', 'receive', 'multiple', 'test', 'objectives']",0,60
Subtask,Done,Major,"['Get', 'student', 'creation', 'working', 'test', 'service']",60,150
Subtask,Done,Major,"['add', 'endpoint', 'viewing', 'answer']",0,15
Subtask,Done,Major,"['Make', 'email', 'entered', 'student', 'invite', 'sent']",120,120
Subtask,Done,Major,['Feedback'],0,60
Subtask,Done,Major,['Feedback'],0,390
Subtask,Done,Major,['Feedback'],0,210
Subtask,Done,Major,"['Update', 'exercise', 'upsert', 'receiver', 'return', '402', 'user', 'doesnt', 'subscription']",60,75
Subtask,Done,Major,"['Add', 'endpoint', 'IAM', 'get', 'updated', 'JWT']",0,210
Subtask,Done,Major,"['Add', 'endpoint', 'getting', 'stats', 'exercise']",120,204
Subtask,Done,Major,"['Hook', 'UI', 'backend']",120,255
Subtask,Done,Major,"['Add', 'subscription', 'ID', 'JWT']",60,180
Subtask,Done,Major,"['Add', 'list', 'screen', 'exercises']",60,60
Subtask,Done,Major,"['Add', 'form', 'creatingupdating', 'exercise']",120,411
Subtask,Done,Major,"['add', 'ela', 'writing', 'subject']",120,300
Subtask,Done,Major,"['setup', 'different', 'types', 'essays', 'strands']",0,120
Subtask,Done,Major,"['Add', 'screens', 'selecting', 'strand', 'questions']",0,210
Task,Done,Major,"['Get', 'speed', 'Image', 'Server']",240,235
Task,Done,Major,"['Create', 'Apollo', 'RN', 'project', 'Repo']",60,45
Subtask,Done,Major,"['Add', 'screen', 'viewing', 'question']",180,234
Subtask,Done,Major,"['Record', 'time', 'spent', 'question']",60,100
Subtask,Done,Major,"['Update', 'tally', 'show', 'questions', 'whole', 'question', 'part', 'individually']",60,100
Subtask,Done,Major,"['Setup', 'revenue', 'cat']",60,30
Subtask,Done,Major,['Feedback'],60,30
Subtask,Done,Major,"['Update', 'Question', 'generation', 'accommodate', 'multi', 'part', 'questions']",60,30
Subtask,Done,Major,"['Add', 'total', 'metrics', 'top']",60,25
Task,Done,Major,"['Import', 'test', 'objectives', 'CSV']",60,60
 Subtask,Done,Major,"['Process', 'subjectsstrands', 'substrands']",60,60
 Subtask,Done,Major,"['Process', 'test', 'objectives', 'thinking', 'process']",60,80
Subtask,Done,Major,"['Import', 'questions', 'CSV']",60,76
Subtask,Done,Major,"['Setup', 'dashboard', 'logged', 'Parent']",120,60
Subtask,Done,Major,"['Add', 'screen', 'creating', 'child']",120,60
Subtask,Done,Major,"['Add', 'screen', 'listing', 'filtering', 'exercises']",180,120
Subtask,Done,Major,"['Add', 'endpoint', 'upserting', 'exercise']",120,480
Subtask,Done,Major,"['Add', 'endpoint', 'creating', 'crafted', 'exercise']",120,60
Subtask,Done,Major,"['Update', 'front', 'end', 'use', 'revenue', 'cat']",120,15
Task,Done,Major,"['Build', 'Design', 'Profile', 'Page']",180,165
Task,Done,Major,"['Poll', 'Service', 'Restructure']",150,25
Subtask,Done,Major,"['Add', 'screen', 'lists', 'SEA', 'strands']",180,30
Task,Done,,"['create', 'endpoint', 'adding', 'poll']",240,1
 Subtask,Done,Major,"['Add', 'input', 'upload', 'image']",30,30
 Subtask,Done,Major,"['Get', 'image', 'upload', 'working']",60,20
Task,Done,Blocker,"['setup', 'aws', 'amplify']",360,609
Task,Done,Blocker,"['create', 'binary', 'poll', 'screen']",360,725
Task,Done,Blocker,"['create', 'image', 'poll', 'screen']",480,1386
Subtask,Done,,"['parentIssuegetKey', 'add', 'method', 'getting', 'poll', 'id']",120,268
Subtask,Done,,"['parentIssuegetKey', 'create', 'component', 'sharing', 'poll', 'url']",120,190
Task,Done,Blocker,"['implement', 'deeplink']",240,841
Task,Done,Blocker,"['create', 'poll', 'results', 'screen']",240,633
Task,Done,,"['create', 'screen', 'voting', 'binary', 'poll']",360,446
Task,Done,Blocker,"['add', 'share', 'button', 'poll', 'results']",120,222
Task,Done,,"['create', 'dynamodb', 'adapter', 'accounts']",180,495
Task,Done,Major,"['Changes', 'UI', 'app', 'header', 'got', 'header', 'navigation', 'play', 'nicely']",240,240
Task,Done,Major,"['Create', 'landing', 'page']",480,689
Task,Done,Major,"['Create', 'demographic', 'break', 'sreen']",240,949
Task,Done,Major,"['Finish', 'polls', 'section']",180,277
Task,Done,Major,"['Design', 'Poll', 'API']",180,276
Task,Done,Major,"['Automate', 'build', 'process']",240,338
Task,Done,Major,"['Create', 'Action', 'retrieving', 'user', 'poll', 'results', 'Polls', 'user', 'created']",180,1097
Task,Done,Major,"['implement', 'adapters']",480,1052
Task,Done,Major,"['unit', 'tests']",120,1201
Task,Done,Major,"['Create', 'tests', 'actions']",360,377
Task,Done,Major,"['Update', 'service', 'use', 'service', 'struct']",240,360
Task,Done,Major,"['Setup', 'run', 'Expo', 'app', 'Android', 'iOS', 'simulators']",90,124
Task,Done,Major,"['Move', 'hard', 'coded', 'URLs', 'configs']",60,120
Task,Done,Blocker,"['Create', 'handler', 'creating', 'poll']",120,445
Task,Done,Blocker,"['Create', 'handler', 'answering', 'poll']",120,399
Task,Done,Major,"['Deploy', 'poll', 'service']",180,1011
Task,Done,Major,"['Send', 'User', 'ID', 'Account', 'ID', 'Correlation', 'ID', 'requests', 'poll', 'server']",120,176
Task,Done,Major,"['View', 'Create', 'polls', 'new', 'API']",90,572
Task,Done,Major,"['Vote', 'polls', 'App']",150,227
Task,Done,Major,"['Create', 'action', 'retrieving', 'poll', 'details']",180,179
Task,Done,Blocker,"['create', 'screen', 'voting', 'multioption', 'poll']",360,574
Task,Done,Major,"['Send', 'example', 'results', 'json']",30,27
Task,Done,Major,"['Remove', 'upload', 'image', 'functionality']",90,86
Task,Done,Major,"['Allow', 'poll', 'duplicate']",360,355
Task,Done,Blocker,"['create', 'screen', 'voting', 'image', 'poll']",360,610
Task,Done,Major,"['Apollo', 'Prep']",120,108
Task,Done,Blocker,"['create', 'multiple', 'choice', 'poll', 'screen']",480,492
Task,Done,Major,"['Remove', 'Profile', 'tab', 'share', 'button']",90,52
Task,Done,,"['create', 'endpoint', 'getting', 'polls']",180,141
Task,Done,Major,"['Generate', 'GUIDUID', 'app', 'install']",180,140
Task,Done,Major,"['Create', 'action', 'hook', 'functionality', 'voting', 'poll']",360,320
Task,Done,Major,"['Create', 'action', 'retrieving', 'poll', 'results']",180,139
Task,Done,,"['setup', 'accountApi', 'repository']",120,76
Task,Done,Major,"['test', 'command']",60,10
Task,Done,Major,"['Get', 'Landing', 'page', 'weflow']",120,60
Task,Done,Blocker,"['setup', 'pollApi', 'repository']",120,57
Task,Done,Major,"['Add', 'Image', 'question']",180,105
Task,Done,,"['create', 'interface', 'account', 'storage']",120,20
Task,Done,Blocker,"['setup', 'aws', 'amplify', 'facebook', 'login', 'google', 'login']",240,122
Task,Done,Blocker,"['create', 'action', 'creating', 'poll']",360,572
 Subtask,Done,Major,"['Save', 'Poll', 'image', 'using', 'image', 'poll', 'endpoint']",240,1603
 Subtask,Done,Major,"['Store', 'Poll', 'using', 'Enpoint']",240,366
Task,Done,Major,"['Display', 'results', 'poll', 'vote', 'registered']",480,313
Task,Done,Major,"['Create', 'View', 'Image', 'poll', 'results']",360,189
Task,Done,Major,"['Work', 'Image', 'server']",1440,1067
Story,Done,Major,"['As', 'admin', 'I', 'able', 'use', 'AI', 'generate', 'questions', 'test', 'objective']",0,60
Task,Done,Major,"['Setup', 'basic', 'admin', 'app', 'deploy']",60,60
Story,Done,Major,"['As', 'child', 'I', 'able', 'login', 'code']",0,120
Task,Done,Major,"['Setup', 'domain', 'Hubspot']",60,60
Task,Done,Major,"['Setup', 'base', 'app']",60,240
Bug,Done,Critical,"['Could', 'generate', 'questions']",0,198
Bug,Done,Blocker,"['Parts', 'disappearing', 'save', 'questioned']",0,29
Story,Done,Major,"['Make', 'user', 'redirected', 'add', 'student', 'dont', 'student']",0,60
Story,Done,Blocker,"['As', 'user', 'I', 'able', 'start', 'exam', 'even', 'Im', 'logged', 'student']",60,120
Task,Done,Major,"['Make', 'return', 'error', 'user', 'signs', 'account', 'doesnt', 'exist']",0,120
Task,Done,Major,"['When', 'creating', 'exercise', 'without', 'student', 'use', 'default', '1', 'student', 'account']",30,15
Task,Done,Critical,"['Add', 'state', 'question', 'needs', 'fixed', 'could', 'go', 'state']",30,8
Task,Done,Major,"['Split', 'initial', 'login', 'screen', 'existing', 'users', 'new', 'users']",60,30
Task,Done,Major,"['Make', 'mobile', 'friendly']",60,30
Task,Done,Major,"['Generate', 'basic', 'api', 'code']",120,120
Task,Done,Major,"['Setup', 'basic', 'API', 'deploy']",120,55
Task,Done,Major,"['Setup', 'password', 'reset']",0,110
Task,Done,Critical,"['Add', 'checkbox', 'mark', 'std', '5', 'questions']",0,60
Story,Done,Major,"['As', 'std', '4', 'parent', 'I', 'guided', 'evaluate', 'child', 'knows']",120,370
Task,Done,Major,"['Make', 'user', 'created', 'revenue', 'cat', 'configured', 'user', 'added', 'revenue', 'cat']",0,120
Bug,Done,Blocker,"['Cant', 'add', 'new', 'entitlement', 'user', 'cancelling', 'previous', 'entitlement']",0,87
Bug,Done,Blocker,"['Submission', 'overwritten']",0,180
Story,Done,Critical,"['As', 'parent', 'I', 'get', 'notified', 'Apollo', 'functionality']",0,120
Story,Done,Major,"['As', 'student', 'I', 'able', 'retake', 'test']",0,20
Task,Done,Major,"['Add', 'analytics']",60,263
Task,Done,Major,"['Add', 'fractions', 'test', 'new', 'users']",0,20
Story,Done,Major,"['I', 'able', 'get', 'information', 'schools', 'I', 'make', 'school', 'selections']",0,780
Story,Done,Major,"['I', 'able', 'pick', 'essay', 'type', 'I', 'want', 'practice']",0,90
Story,Closed,Major,"['I', 'able', 'upload', 'essay', 'get', 'marked']",0,225
Bug,Closed,Critical,"['Getting', '500', 'using', 'practice', 'like', 'functionality']",0,120
Task,In Review,Critical,"['Handover', 'solution']",0,617
 Subtask,Done,Major,"['Create', 'preliminary', 'build', 'confirm', 'connectivity']",60,97
 Subtask,Resolved,Major,"['Setup', 'CICD', 'pipeline']",30,81
 Subtask,Resolved,Major,"['UI', 'updates', 'consistency']",60,90
Task,Resolved,Major,"['Plan', 'Project']",360,377
 Subtask,Resolved,Major,"['Setup', 'confirmation', 'screen']",30,64
 Subtask,Resolved,Major,"['Setup', 'error', 'screen']",30,10
 Subtask,Done,Major,"['Setup', 'form', 'inputs', 'calculation']",60,48
 Subtask,Done,Major,"['Add', 'command', 'publishing', 'quote']",30,109
 Subtask,Done,Major,"['Create', 'go', 'template', 'Requirements', 'summary']",30,115
 Subtask,Done,Major,"['Create', 'go', 'template', 'data', 'entry', 'summary']",30,168
 Subtask,Resolved,Major,"['Setup', 'sending', 'hedge', 'hog', 'service']",60,203
 Subtask,Resolved,Major,"['Switch', 'using', 'writing', 'SQL']",180,242
 Subtask,Done,Major,"['Setup', 'wkhtmltopdf']",60,50
 Subtask,Done,Major,"['Setup', 'pdf', 'generation', 'execution']",60,22
 Subtask,Done,Major,"['Setup', 'Vue', 'Form', 'capture', 'data']",60,101
 Subtask,Done,Major,"['Create', 'custom', 'entity', 'respository']",60,60
 Subtask,Done,Major,"['Setup', 'api', 'schema']",15,28
 Subtask,Done,Major,"['Setup', 'NuxtJS', 'project']",30,39
Story,Done,Major,"['I', 'able', 'manage', 'service', 'requests']",0,60
Task,Done,Major,"['Remove', 'magic', 'unmarshal']",60,270
Task,Closed,Major,"['Setup', 'terraform', 'workspace', 'PALM']",60,60
Task,Closed,Major,"['Setup', 'frontend', 'app']",120,60
Subtask,Done,Major,"['add', 'receiver', 'approvingrejecting', 'service', 'request']",60,90
Subtask,Done,Major,"['add', 'confirmation', 'screens', 'show', 'choice', 'selected']",60,90
Subtask,Done,Major,"['Setup', 'controllers', 'getting', 'list', 'requests', 'viewing', 'request']",60,60
Subtask,Done,Major,"['Add', 'receiver', 'creating', 'service', 'request', 'account']",60,60
Subtask,Done,Major,"['Add', 'receiver', 'deleting', 'service', 'request']",60,20
Subtask,Done,Major,"['create', 'domain', 'object', 'model', 'contract']",60,60
Subtask,Done,Major,"['add', 'receiver', 'creating', 'contract']",60,360
Subtask,Done,Major,"['create', 'domain', 'object', 'model', 'price', 'schedule', 'item']",0,120
Subtask,Done,Major,"['hook', 'create', 'contract', 'screen']",0,41
Subtask,Done,Major,"['create', 'controller', 'listing', 'contracts']",60,60
Subtask,Done,Major,"['add', 'receiver', 'deleting', 'contract']",60,20
Subtask,Done,Major,"['Add', 'view', 'client', 'screen']",0,60
Subtask,Done,Major,"['Add', 'endpoint', 'uploading', 'file']",120,277
Subtask,Done,Major,"['Add', 'screen', 'Adding', 'Quote']",60,60
Subtask,Done,Major,"['Hook', 'service', 'request', 'view', 'screen']",60,120
Subtask,Done,Major,"['Wireframe', 'client', 'approval']",120,120
Subtask,Done,Major,"['Add', 'endpoint', 'adding', 'service', 'request', 'items']",60,306
Subtask,Done,Major,"['Update', 'service', 'request', 'list', 'screen', 'columns']",60,180
Subtask,Done,Major,"['Rework', 'Bills', 'Vendor', 'Quotes']",60,120
Subtask,Done,Major,"['Add', 'FileService', 'implementation', 'AWS', 'uses', 'S3']",0,77
Subtask,Done,Major,"['Hook', 'screen', 'adding', 'Quote']",60,310
Subtask,Done,Major,"['Update', 'items', 'functionality', 'make', 'edit', 'behave', 'similar', 'service', 'request', 'items']",60,93
Subtask,Done,Major,"['Confirm', 'vendor', 'API', 'works']",120,60
Subtask,Done,Major,"['Ensure', 'add', 'contact', 'works']",60,172
Subtask,Done,Major,"['Add', 'endpoint', 'listing', 'schedules']",60,30
Subtask,Done,Major,"['Add', 'endpoint', 'upserting', 'schedule']",60,90
Subtask,Done,Major,"['Add', 'endpoint', 'viewing', 'schedule']",20,10
Subtask,Done,Major,"['Add', 'endpoint', 'deleting', 'schedule']",0,30
Subtask,Done,Major,"['Add', 'endppint', 'listing', 'categories']",60,60
Subtask,Done,Major,"['add', 'endpoint', 'upserting', 'categories']",60,282
Subtask,Done,Major,"['add', 'endpoint', 'viewing', 'categories']",0,30
Subtask,Done,Major,"['add', 'endpoint', 'deleting', 'categories']",0,10
Subtask,Done,Major,"['add', 'endpoint', 'listing', 'items']",60,25
Subtask,Done,Major,"['add', 'endpoint', 'viewing', 'items']",30,30
Subtask,Done,Major,"['Add', 'creating', 'categories']",0,50
Subtask,Done,Major,"['Add', 'endpoint', 'upserting', 'expense']",60,160
Subtask,Done,Major,"['Add', 'screen', 'upserting', 'expense']",60,120
Subtask,Done,Major,"['Update', 'expense', 'list', 'show', 'aggregates']",60,60
Subtask,Done,Major,"['Add', 'endpoint', 'upserting', 'invoice']",60,120
Subtask,Done,Major,"['Add', 'endoint', 'viewing', 'invoice', 'details']",60,10
Subtask,Done,Major,"['Add', 'screen', 'list', 'users']",60,60
Subtask,To Do,Major,"['Add', 'screen', 'invite', 'user']",60,90
Subtask,Done,Major,"['ensure', 'delete', 'file', 'works']",60,20
Subtask,Done,Major,"['AWS', 'upload', 'working']",0,120
Subtask,Done,Major,"['make', 'price', 'schedule', 'items', 'would', 'get', 'overwritten', 'initializer']",60,30
Subtask,Done,Major,"['Update', 'expense', 'main', 'list', 'view']",60,60
Subtask,Done,Major,"['Add', 'view', 'contact', 'endpoint']",60,10
Subtask,Done,Major,"['Add', 'delete', 'contact', 'endpoint']",60,10
Subtask,Done,Major,"['Confirm', 'upsert', 'contact', 'endpoint', 'setup']",60,150
Subtask,Done,Major,"['Add', 'endpoint', 'admins', 'edit', 'user']",60,90
Subtask,Done,Major,"['Add', 'endpoint', 'get', 'users', 'details']",60,90
Subtask,Done,Critical,"['Add', 'initializer', 'roles']",60,45
Subtask,Done,Major,"['First', 'round', 'QA', 'staging']",60,60
Subtask,Done,Major,['Feedback'],0,30
Subtask,Done,Major,['Feedback'],0,45
Subtask,Done,Major,['Feedback'],0,12
Subtask,Done,Major,['Feedback'],0,12
Subtask,Done,Major,['Feedback'],0,70
Subtask,Done,Major,['Feedback'],0,65
Subtask,Done,Major,['Feedback'],0,70
Subtask,Done,Major,['feedback'],0,120
Subtask,Done,Major,['Feedback'],0,40
Subtask,Done,Major,['Feedback'],0,20
